id,datetime,route_name,direction,destination,line_name,description
3740110,2026-04-07 16:05:00+02,60,"",Gedling,60,Nottingham - Gedling
3753716,2026-04-07 16:41:00+02,60,"",Nottingham,60,Nottingham - Gedling
3768175,2026-04-07 17:15:00+02,60,"",Gedling,60,Nottingham - Gedling
3785038,2026-04-07 17:53:00+02,60,"",Nottingham,60,Nottingham - Gedling
3799135,2026-04-07 18:25:00+02,60,"",Gedling,60,Nottingham - Gedling
3811710,2026-04-07 19:03:00+02,60,"",Nottingham,60,Nottingham - Gedling
3825670,2026-04-07 19:35:00+02,60,"",Gedling,60,Nottingham - Gedling
3971890,2026-04-08 08:51:00+02,60,"",Nottingham,60,Nottingham - Gedling
3984796,2026-04-08 09:28:00+02,60,"",Gedling,60,Nottingham - Gedling
4003363,2026-04-08 10:03:00+02,60,"",Nottingham,60,Nottingham - Gedling
4015651,2026-04-08 10:35:00+02,60,"",Gedling,60,Nottingham - Gedling
4035210,2026-04-08 11:13:00+02,60,"",Nottingham,60,Nottingham - Gedling
4048733,2026-04-08 11:45:00+02,60,"",Gedling,60,Nottingham - Gedling
4062235,2026-04-08 12:23:00+02,60,"",Nottingham,60,Nottingham - Gedling
4078084,2026-04-08 12:55:00+02,60,"",Gedling,60,Nottingham - Gedling
4092788,2026-04-08 13:33:00+02,60,"",Nottingham,60,Nottingham - Gedling
4107796,2026-04-08 14:05:00+02,60,"",Gedling,60,Nottingham - Gedling
4128357,2026-04-08 14:43:00+02,60,"",Nottingham,60,Nottingham - Gedling
4139430,2026-04-08 15:15:00+02,60,"",Gedling,60,Nottingham - Gedling
4156332,2026-04-08 15:53:00+02,60,"",Nottingham,60,Nottingham - Gedling
4169619,2026-04-08 16:25:00+02,60,"",Gedling,60,Nottingham - Gedling
4184890,2026-04-08 17:01:00+02,60,"",Nottingham,60,Nottingham - Gedling
4197097,2026-04-08 17:35:00+02,60,"",Gedling,60,Nottingham - Gedling
4213836,2026-04-08 18:13:00+02,60,"",Nottingham,60,Nottingham - Gedling
4228637,2026-04-08 18:45:00+02,60,"",Gedling,60,Nottingham - Gedling
4243042,2026-04-08 19:28:00+02,60,"",Nottingham,60,Nottingham - Gedling
4254061,2026-04-08 20:00:00+02,60,"",Gedling,60,Nottingham - Gedling
4263214,2026-04-08 20:28:00+02,60,"",Nottingham,60,Nottingham - Gedling
4335274,2026-04-09 06:01:00+02,60,"",Nottingham,60,Nottingham - Gedling
4338588,2026-04-09 06:32:00+02,60,"",Gedling,60,Nottingham - Gedling
4346322,2026-04-09 06:59:00+02,60,"",Nottingham,60,Nottingham - Gedling
4354360,2026-04-09 07:30:00+02,60,"",Gedling,60,Nottingham - Gedling
4370246,2026-04-09 08:01:00+02,60,"",Nottingham,60,Nottingham - Gedling
4381349,2026-04-09 08:38:00+02,60,"",Gedling,60,Nottingham - Gedling
4401168,2026-04-09 09:11:00+02,60,"",Nottingham,60,Nottingham - Gedling
4412327,2026-04-09 09:48:00+02,60,"",Gedling,60,Nottingham - Gedling
